id,Robot Name,Robot Type,Map Name,Error Code,Title,Description,status,Assigned User,note,Time Stamp,Resolution Time,Resolution Time (s),Unique ID
379710,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:42 +07:00,00h 00m 00s,0,c4811e94-9995-4529-99e5-ede11573f5d4
379709,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:41 +07:00,00h 00m 00s,0,2f704fe0-8142-4a2f-8308-083fe5880d3c
379708,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:41 +07:00,00h 00m 00s,0,f6127b28-f19b-4e5c-b16c-5f1f13308add
379707,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:40 +07:00,00h 00m 00s,0,da6d93c1-ef0e-497b-8bb1-0970f9c9b201
379706,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'ab86cdfe-7d73-44c0-a51c-9c3cb3046c5e', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'aa65506d-0654-4558-86ef-8c9578bd918f'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:31:40 +07:00,00h 00m 00s,0,
379705,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '219ec73e-47ce-4477-b70f-c69fa86d5e97', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:31:35 +07:00,00h 00m 04s,4,
379704,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 19:31:30 +07:00,00h 00m 10s,10,aa65506d-0654-4558-86ef-8c9578bd918f
379703,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:30 +07:00,00h 00m 10s,10,d73d70de-eecd-48a4-84ef-7b071f6103e3
379702,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 19:31:29 +07:00,00h 00m 11s,11,676ba8fd-0624-46c6-8486-7120a232fe7e
379701,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:27 +07:00,00h 00m 01s,1,914ebe88-262e-4ab3-a772-593fe51865c5
379700,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:23 +07:00,00h 00m 01s,1,24a66b50-886f-457a-90f9-551bc6b1c08b
379699,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:23 +07:00,00h 00m 01s,1,a2eb8f43-26ab-42f5-90e9-4f994ad2af4f
379698,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:19 +07:00,00h 00m 01s,1,80aa5036-ad30-4aca-b916-e7944f35c3de
379697,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:15 +07:00,00h 00m 00s,0,bfe9ea23-afe5-41aa-8813-874074838deb
379696,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'bb3a402e-3fda-420d-8c6b-262b98602516', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'a6d5f101-f83e-4dab-9cc3-9eb0f2f80cba'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:31:14 +07:00,00h 00m 00s,0,
379695,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:14 +07:00,00h 00m 00s,0,55ee7b5d-448c-435a-a5a2-db245f3d7310
379694,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 19:31:09 +07:00,00h 00m 05s,5,a6d5f101-f83e-4dab-9cc3-9eb0f2f80cba
379693,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 19:31:07 +07:00,00h 00m 07s,7,2ad954b7-516d-4de3-a17a-8b6c5d3bba75
379692,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:07 +07:00,00h 00m 00s,0,78102254-de29-4a0c-a75c-18e08b2d3669
379691,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 19:31:06 +07:00,00h 00m 01s,1,6cebb24d-b9df-4924-af96-3454477be4cb
379690,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:31:04 +07:00,00h 00m 00s,0,88a63fb7-c38b-41bc-86f6-a66a3b2836c9
379689,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EHFL4-2.1,Steer Motor Fault - Extended Error,Errors occurs in Error_State2. Press the SET key to enter Error_State2.,RESOLVED,,,2026-08-04 19:30:59 +07:00,00h 00m 01s,1,88454dd5-0197-4b44-8fec-9b0b1a15deea
379688,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:53 +07:00,00h 00m 02s,2,114e1d13-2a86-4582-84f4-6bdb7f10486c
379687,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:51 +07:00,00h 00m 01s,1,3f423355-1a69-4e8f-b8b6-ef5f25a33916
379686,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:47 +07:00,00h 00m 01s,1,54998b56-3a08-46a5-9193-2ef7b8fde030
379685,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:43 +07:00,00h 00m 01s,1,58059892-6e7b-4b68-8cf1-930ada3ae103
379684,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:38 +07:00,00h 00m 01s,1,a1962948-82e3-4ee3-8b2d-a6190f3b01c9
379683,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:31 +07:00,00h 00m 01s,1,16a95876-aa48-4314-b4ec-254d43977c48
379682,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:29 +07:00,00h 00m 00s,0,a8579d7d-ca22-41ac-b3d1-24effa589cf9
379681,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:27 +07:00,00h 00m 00s,0,5685c253-dcfc-4ec5-b1d5-52917b2bf209
379680,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:25 +07:00,00h 00m 00s,0,9d5b4572-26c4-4652-bb63-33b8a54217b2
379679,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:22 +07:00,00h 00m 01s,1,f7596031-5000-4e8a-8676-76d33c84aae7
379678,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:19 +07:00,00h 00m 00s,0,4c039264-071b-44b3-853a-bed812185bcb
379677,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:12 +07:00,00h 00m 04s,4,7a0c2bfc-c6b5-439c-95ed-781ab7d4afd4
379676,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:03 +07:00,00h 00m 04s,4,9626a1fd-0d11-4040-b5ce-66b8424e4c9c
379675,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:30:00 +07:00,00h 00m 00s,0,69e87967-b9ff-4bdc-ac36-539344100b2c
379674,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:59 +07:00,00h 00m 00s,0,93456d02-deac-43a8-84fe-88adaeed0477
379673,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:59 +07:00,00h 00m 00s,0,883cb9d3-b98f-43a4-96cb-80f95a386f11
379672,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '9bcb74ae-92ae-4479-94fb-f83d0bec184a', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/remove_error'}, {'key': 'data', 'value': {'error_id': '112c6abc-1037-4623-9a75-7aa6d5eff43b'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:29:58 +07:00,00h 00m 00s,0,
379671,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'da7ae6cc-0279-4dcc-9e27-b2941858091e', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:29:53 +07:00,00h 00m 04s,4,
379670,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 19:29:48 +07:00,00h 00m 11s,11,112c6abc-1037-4623-9a75-7aa6d5eff43b
379669,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:46 +07:00,00h 00m 01s,1,6e38212d-e65e-43a0-855e-ec2b4222ac29
379668,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:43 +07:00,00h 00m 02s,2,c3f807b4-e636-49df-8966-e1e1ebfde332
379667,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:33 +07:00,00h 00m 05s,5,b8d0a574-f6af-460b-b1ee-287b895e2476
379666,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:26 +07:00,00h 00m 01s,1,e5d99258-3ab9-496b-be3c-6d224d832bae
379665,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:22 +07:00,00h 00m 01s,1,79f8e5a7-1f45-4845-9adb-ce6b01f97071
379664,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:13 +07:00,00h 00m 02s,2,f474ee56-db4a-403b-879c-feb8a905121d
379663,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:06 +07:00,00h 00m 00s,0,bc2d120b-1f29-49e3-adc9-a6fafc345dc3
379662,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:29:01 +07:00,00h 00m 01s,1,ca9288d4-fa30-43b1-a45a-bbb5e4d61b99
379661,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:54 +07:00,00h 00m 00s,0,94100269-8024-42ef-8dce-6fe44af14ed9
379660,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:50 +07:00,00h 00m 03s,3,01f45c0f-5a4d-4cec-b04f-2ee5e2be0abd
379659,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:48 +07:00,00h 00m 00s,0,668fad9f-6937-4236-a6bb-2fc12d63871c
379658,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:45 +07:00,00h 00m 02s,2,5532da5e-684c-43ae-99ea-ab05d83c1403
379657,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:43 +07:00,00h 00m 01s,1,cabdbb7f-e8d6-4d0a-bb02-c2b4959cfd39
379656,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:37 +07:00,00h 00m 01s,1,6fba49f5-1bea-4e33-99a9-0665259a8d53
379655,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:27 +07:00,00h 00m 03s,3,bd9921aa-ed89-4aaf-b139-3356a63b28a7
379654,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:26 +07:00,00h 00m 00s,0,1cbfb3b3-ed4f-48ca-9760-669ba0f6d8ce
379653,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:26 +07:00,00h 00m 00s,0,06731eed-0bec-4ae1-8d47-e45c18516582
379652,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:24 +07:00,00h 00m 00s,0,115d5b85-3692-4459-b75b-a77b0b7a2226
379651,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 19:28:24 +07:00,00h 00m 01s,1,c6e9c06d-b6fb-484b-9740-a8164708bdff
379650,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': '1d162a94-6dc8-475d-bd58-15a8973d1c11', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/remove_error'}, {'key': 'data', 'value': {'error_id': 'b5846100-5a2c-48c6-8da2-7fff3c768048'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:28:24 +07:00,00h 00m 00s,0,
379649,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_2', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'c2554cde-bdd6-4112-bea2-ff355b48b468', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_2/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 19:28:19 +07:00,00h 00m 04s,4,
379648,TCF_EDU_2,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 19:28:14 +07:00,00h 00m 10s,10,b5846100-5a2c-48c6-8da2-7fff3c768048
379647,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:12 +07:00,00h 00m 00s,0,c5927389-9b3a-4ed0-8e73-e0c6945d3606
379646,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:10 +07:00,00h 00m 01s,1,c2e0aa2c-5778-4067-a522-6f152eecf7d2
379645,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:07 +07:00,00h 00m 18s,18,4075aeb8-8654-4619-87d0-1a31263da693
379644,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:28:03 +07:00,00h 00m 02s,2,0d23a10b-0c3b-4409-963d-d6974db6d404
379643,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:59 +07:00,00h 00m 01s,1,dc2629ac-0f1e-42e3-84a7-6a1efbb59b51
379642,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:54 +07:00,00h 00m 12s,12,5b6bf728-d87e-4729-90aa-7b90852c4a74
379641,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:51 +07:00,00h 00m 00s,0,73ffa6d2-46df-48c5-9b9a-1f1ddda8f55e
379640,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:46 +07:00,00h 00m 00s,0,5cb4ea06-bca5-49ef-83c5-07c544792d0f
379639,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:44 +07:00,00h 00m 01s,1,188ef4da-37ed-4f87-868d-745b57862287
379638,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:41 +07:00,00h 00m 00s,0,ef6d6bb8-4602-45db-98fe-e3410ca9b531
379637,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:37 +07:00,00h 00m 01s,1,96166580-7c8d-4cf1-9318-5006b171a300
379636,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:33 +07:00,00h 00m 00s,0,22ed3e21-313b-46f6-a138-9a243ef1e931
379635,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:29 +07:00,00h 00m 01s,1,1df9a936-1707-407e-84ef-519de60df2b9
379634,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:26 +07:00,00h 00m 01s,1,3476e751-313d-4e2f-bc44-da9bbbb8d392
379633,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:22 +07:00,00h 00m 00s,0,148777a9-d578-4209-9790-525af139aae9
379632,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:20 +07:00,00h 00m 01s,1,f4c5b39d-6a98-44eb-8953-52459b068792
379631,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES5-5.6,Navigation unable to create path,,RESOLVED,,,2026-08-04 19:27:18 +07:00,00h 00m 34s,34,c085bf92-49f6-464f-988d-6d2e9153bc06
379630,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:15 +07:00,00h 00m 04s,4,6168b5c4-2b0b-4274-8d5e-92702a187d9e
379629,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:08 +07:00,00h 00m 08s,8,39ff527c-b2a3-46a6-8fa6-f1745ea873ef
379628,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:08 +07:00,00h 00m 00s,0,61024c22-02db-468a-b6f0-30f5e088c337
379627,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:06 +07:00,00h 00m 01s,1,ed957269-8f4c-4c2c-a9a8-d70256875315
379626,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:03 +07:00,00h 00m 04s,4,355df0e3-6c61-462c-8481-31ad329eb8d8
379625,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:27:02 +07:00,00h 00m 00s,0,48a0822a-6e80-4298-9561-5b29221debda
379624,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:53 +07:00,00h 00m 01s,1,9d33fa44-6b5b-4b64-b30a-aef3b555a061
379623,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:47 +07:00,00h 00m 00s,0,f1dbf487-030f-45d0-aa9a-8a807e7c67a5
379622,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:44 +07:00,00h 00m 02s,2,0634c8dd-d1ab-4f8d-9c07-3c2574c21339
379621,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:41 +07:00,00h 00m 01s,1,36672dd6-66a3-4395-970b-aebe26bf8f49
379620,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:38 +07:00,00h 00m 01s,1,193bea2d-3783-4384-bc75-9c97a8728b52
379619,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:35 +07:00,00h 00m 01s,1,bc342375-59c2-42bc-b91b-70377b6bda63
379618,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:31 +07:00,00h 00m 01s,1,4b2e917b-35f6-47e7-8133-6e1f635fb9f1
379617,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:25 +07:00,00h 00m 00s,0,c541e7dd-dad7-46b9-90a7-04cdd8c51fcf
379616,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:17 +07:00,00h 00m 00s,0,d04c2226-ba36-4dd8-abcf-732d2f1e1e83
379615,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:12 +07:00,00h 00m 01s,1,71a3dedd-fafd-4acd-9b97-41713116fb5f
379614,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:26:05 +07:00,00h 00m 04s,4,38af96ac-e6b4-4fb8-bc04-7e9485487273
379613,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 19:25:54 +07:00,00h 00m 00s,0,113cc707-2065-4665-8a35-2b274604f567
