id,Robot Name,Robot Type,Map Name,Error Code,Title,Description,status,Assigned User,note,Time Stamp,Resolution Time,Resolution Time (s),Unique ID
380167,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:53:47 +07:00,00h 00m 10s,10,40e52129-04a2-4980-8520-d96d5185a7ee
380166,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,ES5-5.1,AMR not on path,,RESOLVED,,,2026-08-04 20:53:25 +07:00,00h 00m 32s,32,d6aed302-4851-49a4-86dc-a76e856863db
380165,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,WF1-1.2,Robot is Offline,,RESOLVED,,,2026-08-04 20:52:01 +07:00,00h 01m 22s,82,
380164,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH8-8.2,Fork HW Timeout,,RESOLVED,,,2026-08-04 20:51:38 +07:00,00h 00m 23s,23,fbc23720-54dc-4ae9-bc23-caae204b1181
380163,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:51:34 +07:00,00h 00m 04s,4,009ac47d-cfa4-41ea-8c0f-4b4a74a438e1
380162,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:51:33 +07:00,00h 00m 01s,1,3315a86b-1400-42da-9824-734e0c6ea910
380161,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES5-5.1,AMR not on path,,RESOLVED,,,2026-08-04 20:51:30 +07:00,00h 00m 01s,1,c5990331-f705-4f51-8080-727c4e3ba09f
380160,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:51:30 +07:00,00h 02m 55s,175,3533a512-f328-488b-bc5d-7bdad704578f
380159,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:51:11 +07:00,00h 00m 01s,1,c784e816-7668-42e3-9090-77b20b1ff8fc
380158,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:50:59 +07:00,00h 00m 12s,12,d124c16b-2521-40dc-adc9-41ddd6aaf3f9
380157,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:50:48 +07:00,00h 00m 07s,7,7f7b0e7d-d6dd-4709-8669-708defc27fe6
380156,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '6814112d-64cd-4dd5-835a-771bce41684b', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': '533a8411-999d-400f-a56e-278759048ba0'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:50:47 +07:00,00h 00m 00s,0,
380155,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:50:41 +07:00,00h 00m 07s,7,533a8411-999d-400f-a56e-278759048ba0
380154,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:50:36 +07:00,00h 00m 52s,52,8849018d-f421-43f7-afba-cac0f93f6887
380153,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 20:50:35 +07:00,00h 00m 01s,1,75c33332-86bd-44e1-9035-068a67f10959
380152,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:50:13 +07:00,00h 00m 00s,0,8631c131-ee26-43ec-8091-efc24e659e1a
380151,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:50:12 +07:00,00h 00m 01s,1,de4f1e09-4b0d-4cc2-8cf8-ec621d7e79d8
380150,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:50:11 +07:00,00h 00m 00s,0,6d01b5e1-a8b8-4655-81cb-e7125a3c581b
380149,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:50:11 +07:00,00h 00m 05s,5,8fa32d15-dc60-4fd7-b422-22f0ce1daba7
380148,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:50:10 +07:00,00h 00m 00s,0,dd82acd1-aca4-41f8-ae7c-e1ee5821471f
380147,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'c59fd115-ef5a-4065-8a7c-f37d2aa95dee', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': '2383ff37-7567-4281-a039-cd3da417eddf'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:50:10 +07:00,00h 00m 00s,0,
380146,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:50:05 +07:00,00h 00m 06s,6,2383ff37-7567-4281-a039-cd3da417eddf
380145,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 20:50:04 +07:00,00h 00m 05s,5,66ccf290-d75b-4951-bbbd-0a4e1f87a8da
380144,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '9735edeb-de94-4f64-aeb4-9954ba3467df', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': '6af13249-98b8-4aa6-a39c-a7a10d832cea'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:50:04 +07:00,00h 00m 00s,0,
380143,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'ae53ebf4-0f9c-49c9-a8cf-e10301731547', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:49:59 +07:00,00h 00m 04s,4,
380142,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:49:53 +07:00,00h 00m 10s,10,6af13249-98b8-4aa6-a39c-a7a10d832cea
380141,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:49:45 +07:00,00h 00m 01s,1,f74ba523-0b04-4a4f-b6f4-be409859924a
380140,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:49:44 +07:00,00h 00m 01s,1,6ab271a0-62ca-4a53-a773-044880e9d5db
380139,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:49:43 +07:00,00h 00m 51s,51,b1868af6-90f3-4c7b-ae13-1b933e27e693
380137,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:49:41 +07:00,00h 00m 02s,2,91c6fa32-d910-4c79-adb3-5f820e0eeee0
380136,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:49:39 +07:00,00h 00m 02s,2,363bf4a7-b314-41ae-86f7-69601fb5f193
380135,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:49:35 +07:00,00h 00m 00s,0,cb69a180-3121-449e-b60f-3bd990416229
380134,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:49:34 +07:00,00h 00m 00s,0,359cf9fb-162d-4160-a98f-0cac9b7df20b
380133,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '0d780ec0-f226-4168-97cd-eec89f95add5', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'c3b8c794-14c0-4473-92f0-0668cb39c10d'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:49:34 +07:00,00h 00m 00s,0,
380132,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:49:28 +07:00,00h 00m 05s,5,c3b8c794-14c0-4473-92f0-0668cb39c10d
380131,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 20:49:25 +07:00,00h 00m 01s,1,d57d7ad2-5f1d-4c9d-9573-ec3afda86d14
380130,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:49:14 +07:00,00h 00m 01s,1,868bb860-0c02-46d3-9cc0-93fc63d804a7
380129,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:49:11 +07:00,00h 00m 28s,28,b1868af6-90f3-4c7b-ae13-1b933e27e693
380128,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:49:07 +07:00,00h 00m 02s,2,6b41d401-58c5-478b-aea0-5ad131901d03
380127,TCF_BOX_2,MAG_FORKLIFT,TCF_BOX,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:49:03 +07:00,00h 00m 06s,6,a39e249b-0d7e-40bd-bfa9-63588944cc2c
380126,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:49:02 +07:00,00h 00m 05s,5,5630bd2e-be26-4d13-9f21-e8e0fbacf5d2
380125,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:49:01 +07:00,00h 00m 00s,0,47cc94ec-4bfe-4113-9544-35b6443b62a4
380124,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '555d6de8-21f4-4126-b6dd-03a288de5b5c', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': '58c2f974-416b-45b0-9702-093da4a3509f'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:49:01 +07:00,00h 00m 00s,0,
380123,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_1', 'actions': [{'actionType': 'customInstantAction', 'actionId': '17d7b751-1844-4fc9-ba0f-f0ef5854e5a4', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_1/remove_error'}, {'key': 'data', 'value': {'error_id': '1e01da9b-84e6-4277-acc0-f6bcf6b89f61'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:48:57 +07:00,00h 00m 03s,3,
380122,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:48:55 +07:00,00h 00m 05s,5,58c2f974-416b-45b0-9702-093da4a3509f
380121,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EHFL4-1.49,Drive Motor Fault - Main Driver Fault,"""Set: Main Contactor driver is either open or shorted. This fault can be set only when Main Enable = On.Clear: Restore/repair any external wiring or device coil to the correct state",RESOLVED,,,2026-08-04 20:48:52 +07:00,00h 00m 00s,0,63cdcfe6-c4e9-41da-8ddf-2d43599ad601
380120,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:48:49 +07:00,00h 00m 01s,1,198116da-1c70-40f0-9392-ccd06d7a2373
380119,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:48:37 +07:00,00h 00m 00s,0,7a21a6e3-94c3-48d5-bfb4-78611e264169
380118,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES5-5.8,Navigation failed due to unknown reason,,RESOLVED,,,2026-08-04 20:48:32 +07:00,00h 00m 22s,22,1e01da9b-84e6-4277-acc0-f6bcf6b89f61
380117,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ESFL1-2.11,Software has crashed : Navigation,,RESOLVED,,,2026-08-04 20:48:27 +07:00,00h 00m 04s,4,b007708d-eec3-42f8-8d65-43d2060b8545
380116,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:48:24 +07:00,00h 00m 01s,1,6eb75956-5e36-4960-a1e0-4ee0ce9b29a9
380115,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:48:22 +07:00,00h 00m 00s,0,93ce17b8-b25a-43bc-80bb-39070831206f
380114,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:48:11 +07:00,00h 00m 00s,0,76bf53cc-fa30-413f-8b46-d27c924ba1ab
380113,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:48:06 +07:00,00h 00m 05s,5,9bfa9c69-1691-4503-adfc-5c2ffb97f38e
380112,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:48:04 +07:00,00h 00m 01s,1,a9413758-6225-4927-91b3-687b579d717b
380111,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'cfb81aad-0817-4cd6-a432-3891772c6fcb', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'cdd202d4-d569-45ba-b0a8-7649b99672d6'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:48:04 +07:00,00h 00m 00s,0,
380110,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:47:58 +07:00,00h 00m 05s,5,cdd202d4-d569-45ba-b0a8-7649b99672d6
380109,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:47:47 +07:00,00h 00m 00s,0,f89aef5c-b3a3-4ed6-847a-3a90d44d193f
380108,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:47:44 +07:00,00h 00m 01s,1,a995b79e-793d-4881-9d18-be07b5cc72b1
380107,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:47:40 +07:00,00h 00m 04s,4,1d2303e9-bdb6-4c60-a504-da4e6a546b73
380106,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:47:39 +07:00,00h 00m 00s,0,acc92355-7898-457d-ae64-2bb49e8981a1
380105,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:47:33 +07:00,00h 00m 00s,0,c4e8ad01-2491-4952-8934-cb0b410b6450
380104,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:47:31 +07:00,00h 00m 01s,1,6834253f-9a35-40f8-8826-9765af9becc4
380103,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:47:24 +07:00,00h 00m 00s,0,4b7c511b-2ac2-4bd9-a606-2d668021cf35
380102,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:47:22 +07:00,00h 00m 01s,1,85b38871-f331-4d3f-89a7-03b92144976d
380101,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:47:12 +07:00,00h 00m 26s,26,7b1d4e37-e741-4ac7-9d0c-49e05faa99c0
380100,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:47:10 +07:00,00h 00m 01s,1,524dc3c8-4b68-48ad-a155-1eb13582b4a5
380099,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:46:55 +07:00,00h 00m 02s,2,15f8aad8-625d-44d0-a32b-667f116664aa
380098,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,ES4-4.5,Protective field breach,Protective field breach,RESOLVED,,,2026-08-04 20:46:52 +07:00,00h 00m 18s,18,b307603c-7839-40ef-830d-c0719f378c05
380097,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:46:50 +07:00,00h 00m 01s,1,6507db80-3859-437a-bd62-c9c7849a6504
380096,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:46:29 +07:00,00h 00m 00s,0,22c6f445-8ec0-4032-8abe-fbbaf5070255
380095,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:46:26 +07:00,00h 00m 03s,3,0f6f3bd3-375e-4df8-be08-9207f681f8f8
380094,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': '0a4a5e4e-0173-429a-9b3a-c5d4547a5df6', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'f4dedf9b-4f03-49a2-852d-7d856b03e561'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:46:25 +07:00,00h 00m 00s,0,
380093,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:46:19 +07:00,00h 00m 07s,7,f4dedf9b-4f03-49a2-852d-7d856b03e561
380092,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:46:12 +07:00,00h 00m 00s,0,ca088358-b910-4e3b-8eec-efc1af90cad2
380091,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:46:08 +07:00,00h 00m 00s,0,e6c556b7-09db-4bf6-bd95-ccbc8afdddcc
380090,TCF_EDU_1,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_1', 'actions': [{'actionType': 'customInstantAction', 'actionId': '94254987-d7f3-4069-8c69-ce6a90915655', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_1/remove_error'}, {'key': 'data', 'value': {'error_id': '21c09fdb-6cce-457e-9f99-e61ad7a2375f'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:45:44 +07:00,00h 00m 00s,0,
380089,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH6-6.1,Low Localization Score,Please try to set the correct pose of robot,RESOLVED,,,2026-08-04 20:45:35 +07:00,00h 00m 00s,0,2b06d050-202a-491c-9a1e-f9633abc6f18
380088,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:45:21 +07:00,00h 00m 14s,14,ea0a01be-5e58-4480-a419-7c99738e2d78
380087,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:45:19 +07:00,00h 00m 01s,1,12e2128b-7479-4abe-bc3a-459893889737
380086,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'b32fa040-62d0-4fd2-9ce7-9b45adae5ce1', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': 'ab08a83e-4f71-4753-8319-e3e312def871'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:45:18 +07:00,00h 00m 00s,0,
380085,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.11,Steering lock detected,,RESOLVED,,,2026-08-04 20:45:13 +07:00,00h 00m 06s,6,ab08a83e-4f71-4753-8319-e3e312def871
380084,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH4-4.8,Brake Engaged,,RESOLVED,,,2026-08-04 20:45:12 +07:00,00h 00m 06s,6,02bc8a15-4f79-4a7a-93f6-85b229915581
380083,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'b9797260-0f9e-48ef-a959-b09825283c64', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/remove_error'}, {'key': 'data', 'value': {'error_id': '6fa7c197-84a6-47f2-b071-f6bc8782c02f'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:45:12 +07:00,00h 00m 00s,0,
380082,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_3', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'df633338-b04a-4f1f-a651-50ba8b0a9523', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_3/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:45:07 +07:00,00h 00m 04s,4,
380081,TCF_EDU_3,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:45:01 +07:00,00h 00m 10s,10,6fa7c197-84a6-47f2-b071-f6bc8782c02f
380080,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_4', 'actions': [{'actionType': 'customInstantAction', 'actionId': 'b74f5b37-4076-4993-839f-81f41c4a0548', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_4/remove_error'}, {'key': 'data', 'value': {'error_id': '48a7aa81-0dee-43a4-9f2d-9f915405dcb4'}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:44:10 +07:00,00h 00m 00s,0,
380079,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,FMS1-1.1,SERVICE CALL RESPONSE,,RESOLVED,,"Service call failed with data: {'serialNumber': 'TCF_EDU_4', 'actions': [{'actionType': 'customInstantAction', 'actionId': '97eabe3d-018c-4180-99fe-45f801ae3303', 'actionDescription': 'service_call', 'blockingType': 'HARD', 'actionParameters': [{'key': 'service', 'value': '/TCF_EDU_4/tms_retry'}, {'key': 'data', 'value': {}}, {'key': 'require_response', 'value': True}]}]}",2026-08-04 20:44:05 +07:00,00h 00m 04s,4,
380078,TCF_EDU_4,MAG_FORKLIFT,TCF_EDU,EH2-2.4,E-Stop not released properly. Press Resume button.,,RESOLVED,,,2026-08-04 20:44:00 +07:00,00h 00m 11s,11,48a7aa81-0dee-43a4-9f2d-9f915405dcb4
